product_id,product_name,brand,category,ingredients,clean_label,price,discount,Average_units_sold,units_sold,average_rating,num_reviews,shelf_life,packaging_type,review_id,review_text,rating,platform,date,reviewer_location,sentiment_score,sentiment_category,transaction_id,purchase_date,quantity,price_per_unit,region,season,channel,ingredients_count,has_dates,has_cocoa,has_protein,customer_gender,age_numeric,Success
TWT_023,Double Cocoa Mini Protein Bars - Box of 12,The Whole Truth,Mini Bars,"Dates, Cocoa, Almonds, Cocoa Powder, Protein Powder",1,720,0,961,1245,3.8,77,12.0,Recyclable Plastic,REV_000133,Amazing product! Really helps with my fitness goals.,4,Amazon,2024-01-11 18:09:09,Pune,0.9,Positive,TXN_000133,2024-01-11 18:09:09,2,720,Pune,Winter,App,5,1,1,1,0.0,30.0,1
TWT_018,CRUNCHY - Peanut Spread With Dates - Box of 325g,The Whole Truth,Peanut Butter,"Peanuts, Dates, Sea Salt",1,249,0,833,1190,4.5,49,24.0,Paper-based,REV_000143,Taste could be much better.,2,Nykaa,2023-03-15 9:49:05,Pune,-0.81,Negative,TXN_000143,2023-03-15 9:49:05,2,249,Pune,Summer,Online,3,1,0,0,0.0,55.0,0
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Cocoa, Millet, Natural Flavoring, Dates, Cocoa Powder",1,1000,0,942,1302,3.6,34,12.0,Recyclable Plastic,REV_000145,"Disappointing purchase, won't buy again.",2,Swiggy Instamart,2023-11-12 16:40:44,,-0.79,Negative,TXN_000145,2023-11-12 16:40:44,1,1000,Pune,Festive,App,5,1,1,0,0.0,30.0,1
TWT_021,71% Dark Chocolate Sweetened with Dates - Pack of 3,The Whole Truth,Dark Chocolate,"Dates, Cocoa, Almonds",1,1047,0,747,1477,4.4,115,18.0,Eco-friendly,REV_000153,Too expensive for the quality offered.,2,BigBasket,2023-12-12 22:15:24,Pune,-0.9,Negative,TXN_000153,2023-12-12 22:15:24,1,1047,Pune,Winter,Marketplace,3,1,1,0,1.0,55.0,1
TWT_009,Hazelnut Cocoa Protein Bars - Box of 8,The Whole Truth,Protein Bars,"Cocoa Powder, Dates, Cocoa, Whey Protein, Natural Flavoring",1,1200,0,937,768,4.4,164,24.0,Eco-friendly,REV_000171,"Regular product, meets basic expectations.",3,BigBasket,2024-05-03 3:52:09,Pune,-0.04,Neutral,TXN_000171,2024-05-03 3:52:09,1,1200,Pune,Summer,Website Direct,5,1,1,1,0.0,30.0,1
TWT_022,Almond Choco Fudge - Box of 10,The Whole Truth,Energy Bars,"Nuts, Dried Fruits, Dates",1,750,0,871,876,4.1,146,24.0,Paper-based,REV_000199,"Disappointing purchase, won't buy again.",1,BigBasket,2023-06-23 3:41:48,,-0.7,Negative,TXN_000199,2023-06-23 3:41:48,2,750,Pune,Monsoon,Online,3,1,0,0,0.0,50.0,0
TWT_016,"Nuts, Fruits & Seeds Muesli - Pack of - 350g x 1",The Whole Truth,Muesli,"Oats, Dried Fruits, Almonds, Raisins, Seeds",1,349,0,739,1435,3.8,199,18.0,Recyclable Plastic,REV_000209,"Neither good nor bad, just average.",3,Nykaa,2024-03-23 13:51:00,Pune,-0.05,Neutral,TXN_000209,2024-03-23 13:51:00,1,349,Pune,Summer,Online,5,0,0,0,0.0,21.0,0
TWT_023,Double Cocoa Mini Protein Bars - Box of 12,The Whole Truth,Mini Bars,"Protein Powder, Almonds, Cocoa, Cocoa Powder, Dates",1,720,0,961,982,4.0,75,18.0,Paper-based,REV_000243,Great quality and perfect for post-workout nutrition.,4,Amazon,2023-06-21 4:36:25,Pune,0.83,Positive,TXN_000243,2023-06-21 4:36:25,2,720,Pune,Monsoon,Social Media,5,1,1,1,0.0,21.0,1
TWT_015,Choco Fruit Crunch Muesli - Pack of - 350g x 1,The Whole Truth,Muesli,"Dates, Raisins, Dried Fruits",0,499,0,597,801,4.2,153,18.0,Eco-friendly,REV_000246,Good for the price range.,3,Flipkart,2024-12-27 13:44:21,Pune,-0.03,Neutral,TXN_000246,2024-12-27 13:44:21,3,499,Pune,Winter,Social Media,3,1,0,0,0.0,50.0,0
TWT_022,Almond Choco Fudge - Box of 10,The Whole Truth,Energy Bars,"Dates, Seeds, Nuts, Dried Fruits, Cocoa",0,750,0,871,520,4.5,41,18.0,Recyclable Plastic,REV_000254,Expected more from this brand.,2,BigBasket,2023-12-20 23:12:30,Pune,-0.4,Negative,TXN_000254,2023-12-20 23:12:30,3,750,Pune,Winter,Social Media,5,1,1,0,1.0,21.0,0
TWT_023,Double Cocoa Mini Protein Bars - Box of 12,The Whole Truth,Mini Bars,"Protein Powder, Dates, Cocoa, Almonds",0,720,0,798,1390,4.1,87,18.0,Recyclable Plastic,REV_000268,"Decent product overall, nothing exceptional.",3,Instagram,2024-05-03 1:41:24,Pune,-0.02,Neutral,TXN_000268,2024-05-03 1:41:24,1,720,Pune,Summer,Social Media,4,1,1,1,1.0,55.0,1
TWT_016,"Nuts, Fruits & Seeds Muesli - Pack of - 350g x 1",The Whole Truth,Muesli,"Almonds, Seeds, Dates, Raisins, Oats",1,349,0,712,1446,4.5,161,12.0,Eco-friendly,REV_000291,Taste could be much better.,1,Flipkart,2024-10-02 15:50:03,Pune,-0.85,Negative,TXN_000291,2024-10-02 15:50:03,5,349,Pune,Festive,Social Media,5,1,0,0,1.0,40.0,0
TWT_012,Coffee Cocoa Protein Bars - Box of 8,The Whole Truth,Protein Bars,"Coffee Extract, Dates, Whey Protein",1,800,0,767,1353,4.5,84,12.0,Recyclable Plastic,REV_000293,Standard protein supplement.,3,Flipkart,2023-10-27 5:30:30,,0.04,Neutral,TXN_000293,2023-10-27 5:30:30,2,800,Pune,Festive,Social Media,3,1,0,1,1.0,21.0,1
TWT_009,Hazelnut Cocoa Protein Bars - Box of 8,The Whole Truth,Protein Bars,"Natural Flavoring, Almonds, Dates, Cocoa",0,1200,0,870,965,4.4,181,24.0,Paper-based,REV_000296,Love the clean ingredients and natural taste.,5,Swiggy Instamart,2024-02-09 20:25:30,Pune,0.99,Positive,TXN_000296,2024-02-09 20:25:30,2,1200,Pune,Winter,Social Media,4,1,1,0,0.0,40.0,1
TWT_021,71% Dark Chocolate Sweetened with Dates - Pack of 3,The Whole Truth,Dark Chocolate,"Cocoa Powder, Cocoa Butter, Almonds, Dates, Cocoa",0,1047,0,747,1417,4.2,147,18.0,Recyclable Plastic,REV_000298,Outstanding value for money and great taste.,4,BigBasket,2024-12-21 6:47:09,Pune,0.97,Positive,TXN_000298,2024-12-21 6:47:09,3,1047,Pune,Winter,Online,5,1,1,0,0.0,55.0,1
TWT_023,Double Cocoa Mini Protein Bars - Box of 12,The Whole Truth,Mini Bars,"Cocoa, Cocoa Powder, Almonds",0,720,0,844,204,3.5,177,24.0,Eco-friendly,REV_000308,Excellent protein content and no artificial flavors.,4,Swiggy Instamart,2024-07-08 10:03:58,Pune,0.93,Positive,TXN_000308,2024-07-08 10:03:58,3,720,Pune,Monsoon,Marketplace,3,0,1,0,0.0,55.0,1
TWT_018,CRUNCHY - Peanut Spread With Dates - Box of 325g,The Whole Truth,Peanut Butter,"Dates, Peanuts, Sea Salt",0,249,0,645,350,3.6,110,18.0,Paper-based,REV_000310,Packaging was damaged on arrival.,1,Flipkart,2024-06-24 14:02:59,,-0.34,Negative,TXN_000310,2024-06-24 14:02:59,2,249,Pune,Monsoon,Online,3,1,0,0,1.0,30.0,0
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Millet, Dates, Cocoa, Nuts, Cocoa Powder, Natural Flavoring",1,1000,0,937,569,3.9,161,12.0,Recyclable Plastic,REV_000313,"Disappointing purchase, won't buy again.",1,Flipkart,2023-05-09 21:29:58,Pune,-0.95,Negative,TXN_000313,2023-05-09 21:29:58,1,1000,Pune,Summer,Online,6,1,1,0,1.0,40.0,1
TWT_021,71% Dark Chocolate Sweetened with Dates - Pack of 3,The Whole Truth,Dark Chocolate,"Cocoa Butter, Dates, Cocoa Powder, Cocoa, Almonds",0,1047,0,723,1350,3.8,50,18.0,Paper-based,REV_000322,Too expensive for the quality offered.,2,Instagram,2023-04-07 14:45:03,,-0.54,Negative,TXN_000322,2023-04-07 14:45:03,2,1047,Pune,Summer,Website Direct,5,1,1,0,0.0,50.0,1
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Dates, Millet, Natural Flavoring",1,1000,0,942,1228,4.3,113,18.0,Recyclable Plastic,REV_000329,Okay option for health-conscious people.,3,Swiggy Instamart,2024-02-25 23:15:45,Pune,0.03,Neutral,TXN_000329,2024-02-25 23:15:45,1,1000,Pune,Winter,Marketplace,3,1,0,0,0.0,30.0,1
TWT_018,CRUNCHY - Peanut Spread With Dates - Box of 325g,The Whole Truth,Peanut Butter,"Peanuts, Dates, Sea Salt",1,249,0,833,321,4.2,122,24.0,Eco-friendly,REV_000331,Poor quality control and taste.,1,Nykaa,2023-11-23 4:53:33,Pune,-0.91,Negative,TXN_000331,2023-11-23 4:53:33,1,249,Pune,Festive,Online,3,1,0,0,0.0,30.0,0
TWT_019,CREAMY- Unsweetened Peanut Butter - Pack of 325g,The Whole Truth,Peanut Butter,"Peanuts, Dates, Sea Salt",1,225,0,1103,1291,4.0,95,24.0,Eco-friendly,REV_000345,Average taste and texture.,3,Nykaa,2024-10-11 6:14:49,,0.16,Positive,TXN_000345,2024-10-11 6:14:49,2,225,Pune,Festive,App,3,1,0,0,0.0,30.0,1
TWT_009,Hazelnut Cocoa Protein Bars - Box of 8,The Whole Truth,Protein Bars,"Almonds, Whey Protein, Cocoa, Dates, Natural Flavoring, Cocoa Powder",1,1200,0,837,603,3.8,167,18.0,Eco-friendly,REV_000349,Excellent protein content and no artificial flavors.,5,Flipkart,2024-10-16 16:45:48,Pune,0.9,Positive,TXN_000349,2024-10-16 16:45:48,3,1200,Pune,Festive,Marketplace,6,1,1,1,0.0,30.0,1
TWT_013,Peanut Butter Protein Bars - Box of 8,The Whole Truth,Protein Bars,"Dates, Almonds, Natural Flavoring, Cocoa, Whey Protein",0,800,0,605,279,3.8,151,12.0,Eco-friendly,REV_000350,Poor quality control and taste.,1,Instagram,2024-01-19 5:05:27,Pune,-0.44,Negative,TXN_000350,2024-01-19 5:05:27,1,800,Pune,Winter,Marketplace,5,1,1,1,0.0,50.0,1
TWT_018,CRUNCHY - Peanut Spread With Dates - Box of 325g,The Whole Truth,Peanut Butter,"Dates, Sea Salt, Peanuts",0,249,0,833,646,3.7,135,18.0,Eco-friendly,REV_000354,Overpriced compared to competitors.,2,Nykaa,2024-08-08 17:10:54,Pune,-0.98,Negative,TXN_000354,2024-08-08 17:10:54,1,249,Pune,Monsoon,Online,3,1,0,0,0.0,55.0,0
TWT_021,71% Dark Chocolate Sweetened with Dates - Pack of 3,The Whole Truth,Dark Chocolate,"Dates, Almonds, Cocoa Butter, Cocoa Powder",1,1047,0,827,1069,4.3,74,24.0,Recyclable Plastic,REV_000355,Okay option for health-conscious people.,3,Own Website,2024-10-22 16:48:16,Pune,0.1,Neutral,TXN_000355,2024-10-22 16:48:16,1,1047,Pune,Festive,Website Direct,4,1,1,0,0.0,55.0,1
TWT_017,No Added Sugar 5 Grain Muesli - Pack of - 350g x 1,The Whole Truth,Muesli,"Oats, Raisins, Dates, Almonds, Seeds",0,349,0,1438,1466,4.4,163,12.0,Eco-friendly,REV_000380,Packaging was damaged on arrival.,1,Swiggy Instamart,2023-06-23 19:56:33,Pune,-0.82,Negative,TXN_000380,2023-06-23 19:56:33,3,349,Pune,Monsoon,Online,5,1,0,0,1.0,50.0,0
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Cocoa, Dates, Natural Flavoring, Nuts, Cocoa Powder",0,1000,0,937,1069,4.1,154,18.0,Recyclable Plastic,REV_000382,Standard protein supplement.,3,Flipkart,2023-04-26 5:33:39,Pune,-0.15,Negative,TXN_000382,2023-04-26 5:33:39,2,1000,Pune,Summer,Website Direct,5,1,1,0,1.0,55.0,1
TWT_016,"Nuts, Fruits & Seeds Muesli - Pack of - 350g x 1",The Whole Truth,Muesli,"Almonds, Oats, Raisins, Seeds, Dates, Dried Fruits",0,349,0,971,1238,3.6,74,12.0,Recyclable Plastic,REV_000386,Taste could be much better.,1,Instagram,2024-02-26 8:48:42,Pune,-0.93,Negative,TXN_000386,2024-02-26 8:48:42,3,349,Pune,Winter,Marketplace,6,1,0,0,1.0,30.0,0
TWT_016,"Nuts, Fruits & Seeds Muesli - Pack of - 350g x 1",The Whole Truth,Muesli,"Almonds, Seeds, Dried Fruits, Oats",0,349,0,739,280,3.8,173,24.0,Recyclable Plastic,REV_000392,Acceptable quality for the price.,3,Nykaa,2024-01-18 7:45:15,,0.02,Neutral,TXN_000392,2024-01-18 7:45:15,1,349,Pune,Winter,App,4,0,0,0,0.0,50.0,0
TWT_022,Almond Choco Fudge - Box of 10,The Whole Truth,Energy Bars,"Dates, Seeds, Nuts, Dried Fruits, Cocoa",0,750,0,622,293,3.9,76,18.0,Paper-based,REV_000404,Excellent protein content and no artificial flavors.,5,Flipkart,2024-03-08 19:07:57,Pune,0.86,Positive,TXN_000404,2024-03-08 19:07:57,2,750,Pune,Summer,Website Direct,5,1,1,0,0.0,30.0,0
TWT_022,Almond Choco Fudge - Box of 10,The Whole Truth,Energy Bars,"Dried Fruits, Dates, Nuts, Cocoa",1,750,0,897,906,4.1,190,24.0,Eco-friendly,REV_000409,Overpriced compared to competitors.,1,Nykaa,2023-03-07 20:16:09,Pune,-0.45,Negative,TXN_000409,2023-03-07 20:16:09,1,750,Pune,Summer,Marketplace,4,1,1,0,0.0,21.0,0
TWT_023,Double Cocoa Mini Protein Bars - Box of 12,The Whole Truth,Mini Bars,"Protein Powder, Dates, Cocoa, Almonds",0,720,0,844,1026,4.2,81,12.0,Paper-based,REV_000420,Overpriced compared to competitors.,1,Swiggy Instamart,2023-03-06 3:45:38,Pune,-0.88,Negative,TXN_000420,2023-03-06 3:45:38,1,720,Pune,Summer,Social Media,4,1,1,1,0.0,21.0,1
TWT_022,Almond Choco Fudge - Box of 10,The Whole Truth,Energy Bars,"Nuts, Seeds, Dates",1,750,0,773,547,4.0,177,24.0,Recyclable Plastic,REV_000423,Taste could be much better.,2,Own Website,2023-03-09 4:20:59,Pune,-0.51,Negative,TXN_000423,2023-03-09 4:20:59,3,750,Pune,Summer,Social Media,3,1,0,0,0.0,50.0,0
TWT_013,Peanut Butter Protein Bars - Box of 8,The Whole Truth,Protein Bars,"Cocoa, Natural Flavoring, Whey Protein, Dates",0,800,0,970,1184,4.2,58,12.0,Eco-friendly,REV_000428,Okay option for health-conscious people.,3,Swiggy Instamart,2024-10-06 13:18:32,Pune,0.06,Neutral,TXN_000428,2024-10-06 13:18:32,5,800,Pune,Festive,Marketplace,4,1,1,1,1.0,21.0,1
TWT_009,Hazelnut Cocoa Protein Bars - Box of 8,The Whole Truth,Protein Bars,"Whey Protein, Cocoa, Natural Flavoring, Almonds, Dates, Cocoa Powder",0,1200,0,837,984,3.6,149,18.0,Paper-based,REV_000430,"Decent product overall, nothing exceptional.",3,Flipkart,2024-02-04 5:43:41,Pune,0.05,Neutral,TXN_000430,2024-02-04 5:43:41,2,1200,Pune,Winter,Social Media,6,1,1,1,1.0,55.0,1
TWT_021,71% Dark Chocolate Sweetened with Dates - Pack of 3,The Whole Truth,Dark Chocolate,"Almonds, Cocoa, Cocoa Butter, Dates, Cocoa Powder",1,1047,0,827,827,3.9,65,18.0,Recyclable Plastic,REV_000433,"Neither good nor bad, just average.",3,Own Website,2023-10-25 9:48:50,Pune,0.08,Neutral,TXN_000433,2023-10-25 9:48:50,1,1047,Pune,Festive,Website Direct,5,1,1,0,0.0,40.0,1
TWT_013,Peanut Butter Protein Bars - Box of 8,The Whole Truth,Protein Bars,"Cocoa, Dates, Almonds, Whey Protein, Natural Flavoring",1,800,0,535,324,4.1,36,18.0,Eco-friendly,REV_000437,Love the clean ingredients and natural taste.,4,Flipkart,2024-07-22 21:30:57,Pune,0.54,Positive,TXN_000437,2024-07-22 21:30:57,2,800,Pune,Monsoon,Online,5,1,1,1,1.0,30.0,1
TWT_020,CRUNCHY- Unsweetened Peanut Butter - Pack of 325g,The Whole Truth,Peanut Butter,"Dates, Sea Salt, Peanuts",0,225,0,678,529,3.6,192,18.0,Recyclable Plastic,REV_000458,Expected more from this brand.,2,Flipkart,2023-07-26 14:21:03,Pune,-0.51,Negative,TXN_000458,2023-07-26 14:21:03,1,225,Pune,Monsoon,Marketplace,3,1,0,0,0.0,40.0,1
TWT_012,Coffee Cocoa Protein Bars - Box of 8,The Whole Truth,Protein Bars,"Dates, Natural Flavoring, Cocoa Powder, Coffee Extract, Almonds",0,800,0,675,278,3.6,107,18.0,Eco-friendly,REV_000460,Excellent protein content and no artificial flavors.,4,Swiggy Instamart,2024-05-15 10:08:08,Pune,0.4,Positive,TXN_000460,2024-05-15 10:08:08,3,800,Pune,Summer,Marketplace,5,1,1,0,0.0,40.0,1
TWT_021,71% Dark Chocolate Sweetened with Dates - Pack of 3,The Whole Truth,Dark Chocolate,"Cocoa Butter, Cocoa, Almonds, Cocoa Powder",0,1047,0,921,1183,4.2,37,24.0,Paper-based,REV_000468,Excellent protein content and no artificial flavors.,4,Flipkart,2023-03-10 15:12:14,Pune,0.73,Positive,TXN_000468,2023-03-10 15:12:14,3,1047,Pune,Summer,App,4,0,1,0,0.0,50.0,1
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Cocoa, Millet, Natural Flavoring, Dates, Cocoa Powder, Nuts",1,1000,0,969,1183,4.5,33,18.0,Eco-friendly,REV_000473,Love the clean ingredients and natural taste.,4,Nykaa,2024-01-19 5:12:48,,0.53,Positive,TXN_000473,2024-01-19 5:12:48,2,1000,Pune,Winter,Marketplace,6,1,1,0,1.0,50.0,1
TWT_023,Double Cocoa Mini Protein Bars - Box of 12,The Whole Truth,Mini Bars,"Cocoa Powder, Almonds, Protein Powder, Dates, Cocoa",1,720,0,902,362,3.6,78,24.0,Eco-friendly,REV_000479,Acceptable quality for the price.,3,BigBasket,2024-01-24 2:48:39,Pune,-0.09,Neutral,TXN_000479,2024-01-24 2:48:39,2,720,Pune,Winter,Website Direct,5,1,1,1,1.0,40.0,1
TWT_021,71% Dark Chocolate Sweetened with Dates - Pack of 3,The Whole Truth,Dark Chocolate,"Cocoa Butter, Cocoa, Almonds, Cocoa Powder",0,1047,0,791,1265,4.1,68,12.0,Paper-based,REV_000480,Not worth the price point at all.,1,Nykaa,2023-09-17 6:04:28,Pune,-0.4,Negative,TXN_000480,2023-09-17 6:04:28,1,1047,Pune,Monsoon,Online,4,0,1,0,1.0,30.0,1
TWT_023,Double Cocoa Mini Protein Bars - Box of 12,The Whole Truth,Mini Bars,"Almonds, Protein Powder, Cocoa Powder, Dates, Cocoa",0,720,0,844,863,3.8,117,18.0,Eco-friendly,REV_000498,Expected more from this brand.,2,Swiggy Instamart,2023-03-14 12:51:51,Pune,-0.57,Negative,TXN_000498,2023-03-14 12:51:51,1,720,Pune,Summer,Website Direct,5,1,1,1,0.0,30.0,1
TWT_014,All in One - Box of 8 Protein Bars,The Whole Truth,Protein Bars,"Natural Flavoring, Cocoa, Almonds, Dates, Whey Protein",0,850,0,1129,1311,4.1,105,18.0,Paper-based,REV_000508,Taste could be much better.,2,Swiggy Instamart,2023-07-17 20:59:56,Pune,-0.81,Negative,TXN_000508,2023-07-17 20:59:56,1,850,Pune,Monsoon,Website Direct,5,1,1,1,1.0,40.0,1
TWT_023,Double Cocoa Mini Protein Bars - Box of 12,The Whole Truth,Mini Bars,"Dates, Cocoa, Protein Powder, Almonds, Cocoa Powder",1,720,0,961,255,4.0,71,24.0,Eco-friendly,REV_000523,Great quality and perfect for post-workout nutrition.,5,Amazon,2023-11-07 8:00:50,,0.7,Positive,TXN_000523,2023-11-07 8:00:50,4,720,Pune,Festive,Online,5,1,1,1,1.0,30.0,1
TWT_019,CREAMY- Unsweetened Peanut Butter - Pack of 325g,The Whole Truth,Peanut Butter,"Dates, Sea Salt, Peanuts",0,225,0,1083,1209,3.6,68,24.0,Eco-friendly,REV_000536,Highly recommend for health-conscious people.,4,Own Website,2024-07-26 22:14:34,Pune,0.9,Positive,TXN_000536,2024-07-26 22:14:34,3,225,Pune,Monsoon,Online,3,1,0,0,0.0,40.0,1
TWT_023,Double Cocoa Mini Protein Bars - Box of 12,The Whole Truth,Mini Bars,"Cocoa, Protein Powder, Almonds, Cocoa Powder",1,720,0,896,808,4.3,61,18.0,Eco-friendly,REV_000539,Not worth the price point at all.,1,Flipkart,2023-10-21 14:34:31,Pune,-0.41,Negative,TXN_000539,2023-10-21 14:34:31,5,720,Pune,Festive,Website Direct,4,0,1,1,0.0,55.0,1
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Natural Flavoring, Cocoa, Millet, Dates, Nuts",1,1000,0,725,1237,4.2,126,24.0,Recyclable Plastic,REV_000547,Acceptable quality for the price.,3,Amazon,2024-01-03 4:30:27,Pune,0.1,Neutral,TXN_000547,2024-01-03 4:30:27,3,1000,Pune,Winter,Social Media,5,1,1,0,0.0,21.0,1
TWT_021,71% Dark Chocolate Sweetened with Dates - Pack of 3,The Whole Truth,Dark Chocolate,"Cocoa, Almonds, Cocoa Powder",0,1047,0,723,629,3.9,111,18.0,Eco-friendly,REV_000574,Amazing product! Really helps with my fitness goals.,4,Instagram,2023-09-15 18:05:35,Pune,0.78,Positive,TXN_000574,2023-09-15 18:05:35,3,1047,Pune,Monsoon,Marketplace,3,0,1,0,0.0,55.0,1
TWT_022,Almond Choco Fudge - Box of 10,The Whole Truth,Energy Bars,"Cocoa, Nuts, Seeds, Dates",0,750,0,832,351,4.0,73,24.0,Recyclable Plastic,REV_000580,Standard protein supplement.,3,Instagram,2023-09-27 11:06:50,Pune,-0.09,Neutral,TXN_000580,2023-09-27 11:06:50,1,750,Pune,Monsoon,Website Direct,4,1,1,0,0.0,30.0,0
TWT_018,CRUNCHY - Peanut Spread With Dates - Box of 325g,The Whole Truth,Peanut Butter,"Peanuts, Sea Salt, Dates",1,249,0,779,1176,4.2,179,18.0,Paper-based,REV_000583,Not worth the price point at all.,2,Swiggy Instamart,2023-08-13 19:15:04,Pune,-0.75,Negative,TXN_000583,2023-08-13 19:15:04,2,249,Pune,Monsoon,Website Direct,3,1,0,0,0.0,40.0,0
TWT_024,Almond Millet Cocoa - Pack of 8 Millet Bars,The Whole Truth,Millet Bars,"Dates, Millet, Cocoa, Nuts",0,1000,0,937,787,3.8,130,12.0,Eco-friendly,REV_000588,Average taste and texture.,3,Flipkart,2024-07-07 11:28:39,Pune,-0.07,Neutral,TXN_000588,2024-07-07 11:28:39,2,1000,Pune,Monsoon,Online,4,1,1,0,0.0,30.0,1
TWT_023,Double Cocoa Mini Protein Bars - Box of 12,The Whole Truth,Mini Bars,"Dates, Cocoa Powder, Almonds, Protein Powder",1,720,0,834,430,3.6,95,24.0,Recyclable Plastic,REV_000609,Taste could be much better.,1,Nykaa,2023-08-11 12:46:44,Pune,-0.83,Negative,TXN_000609,2023-08-11 12:46:44,2,720,Pune,Monsoon,Online,4,1,1,1,0.0,55.0,1
